"","suminc_before_application","default_option","quarter_ofyear","children","years_education","totweeksbenefits26","totincome26","age","benefits_wk13","location","female","partner","totweekswage26","benefits_wk26","searchperiod"
"920",36.440975,"normal",1,0,11.5,26,5624.0356,46,1,"Zuidoost",0,0,0,1,0
"921",14.67687,"never",2,0,16.5,26,5367.9927,34,1,"Zuidoost",0,0,0,1,0
"922",28.822197,"normal",1,0,10,26,6014.0244,50,1,"Zuidoost",0,0,6,1,0
"923",33.088154,"never",3,1,13,17,7946.6016,31,1,"Zuidoost",1,0,18,0,0
"924",0,"never",3,0,11.5,26,4553.4063,50,1,"Zuidoost",1,0,0,1,1
"925",27.522423,"never",3,0,10,0,0,36,0,"Zuidoost",0,0,0,0,0
"926",35.377613,"normal",4,0,15,26,5399.8872,42,1,"Zuidoost",0,0,0,1,0
"927",1,"normal",4,0,6,0,0,28,0,"Zuidoost",1,0,0,0,1
"928",29.859938,"never",3,0,10,26,5461.4639,41,1,"Zuidoost",0,0,7,1,0
"929",13.819053,"never",3,0,6,26,4460.1675,52,1,"Zuidoost",0,0,0,1,0
"931",1,"normal",4,0,10,26,4627.0337,40,1,"Zuidoost",0,0,0,1,0
"932",38.801708,"normal",4,0,10,0,7441.5835,33,0,"Zuidoost",0,0,26,0,0
"935",39.595222,"normal",4,0,13,22,5760.5044,35,1,"Zuidoost",0,0,0,1,0
"936",0,"never",2,0,11.5,26,4788.5522,30,1,"Zuidoost",0,0,0,1,0
"937",1.61246169,"normal",1,0,15,21,3829.1497,30,1,"Zuidoost",0,0,0,0,0
"938",50.533264,"normal",4,0,10,26,5378.5352,29,1,"Zuidoost",0,0,0,1,1
"939",43.844112,"normal",1,1,11.5,0,9831.7529,53,0,"Zuidoost",0,0,26,0,0
"940",2.8935149,"normal",1,0,15,13,3926.0056,31,1,"Zuidoost",1,0,0,0,0
"941",77.718658,"never",3,0,15,0,0,57,0,"Zuidoost",0,0,0,0,0
"942",53.71508,"normal",4,0,10,26,5538.2202,28,1,"Zuidoost",0,0,0,1,0
"944",46.498051,"never",3,1,10,26,2031.7456,37,1,"Zuidoost",0,1,0,1,1
"945",6.6845937,"never",3,1,10,19,3545.9409,29,1,"Zuidoost",0,0,0,0,0
"946",1,"normal",4,0,13,18,8966.2305,38,1,"Zuidoost",1,0,8,0,0
"947",19.054665,"never",3,0,10,26,4782.3823,37,1,"Zuidoost",0,0,0,1,0
"948",20.306273,"normal",4,0,10,26,4165.5156,31,1,"Zuidoost",1,0,0,1,1
"949",45.897266,"never",2,0,10,26,6920.7388,42,1,"Zuidoost",0,0,9,1,0
"950",1,"normal",1,0,13,0,1999.0596,34,0,"Zuidoost",0,0,14,0,1
"951",33.932281,"normal",1,0,6,6,7131.8623,36,0,"Zuidoost",1,0,26,0,0
"952",17.172497,"never",3,0,13,26,7203.8496,33,1,"Zuidoost",1,0,26,1,0
"953",40.883873,"normal",4,0,10,26,6710.4512,40,1,"Zuidoost",1,0,26,1,0
"954",15.193568,"never",3,0,13,26,7137.7773,31,1,"Zuidoost",0,0,7,1,0
"955",19.14212,"never",3,1,10,26,4629.8149,28,1,"Zuidoost",0,1,0,1,0
"956",18.812098,"never",3,0,10,24,3778.2747,35,1,"Zuidoost",0,0,1,0,0
